Average Accuracy,40.91
Sentence Index,Original Sentence,Estimated Sentence,Accuracy (%)
186,She has been doing everything in her power by thinking and talking on the subject to give greaterwhat shall I call itsusceptibility to her feelings which are naturally lively enough,She had been done even in her possessed by the and talked one the sun to give ground why should I cannot it supposed to her felt which UNK little ensued,30.0
187,And we all know that Wickham has every charm of person and address that can captivate a woman But you see that Jane said her aunt does not think so ill of Wickham as to believe him capable of the attempt Of whom does Jane ever think ill,And were also know that William had ever change of peace and address them can calmness a would But you see the UNK said her aunt do not the soul ill of William as to become his capable of the atmosphere Of which door UNK even that ill,50.0
188,And who is there whatever might be their former conduct that she would believe capable of such an attempt till it were proved against them,And what island that what might be the four cottagers that she would be capable of summer and at times it were prolonged against them,48.0
189,But Jane knows as well as I do what Wickham really is,But UNK knowledge as well as I do what William revenge is,66.66666666666666
190,We both know that he has been profligate in every sense of the word that he has neither integrity nor honour that he is as false and deceitful as he is insinuating And do you really know all this cried Mrs,We book know that he had been proved in every search of the world that he had never incitement now how that he is as familiar and destroyed as he is innocent And do you relations knowledge along the cruel Mr,53.65853658536586
191,Gardiner whose curiosity as to the mode of her intelligence was all alive,UNK who curiosity as to the moment of her innocence was all alone,61.53846153846154
192,I do indeed replied Elizabeth colouring,I do in reality Elizabeth colonization,50.0
193,I told you the other day of his infamous behaviour to Mr,I took you the other danger of his incredulity began to Mr,66.66666666666666
194,Darcy and you yourself when last at Longbourn heard in what manner he spoke of the man who had behaved with such forbearance and liberality towards him,Darkness answered you you who lay at London her into what manner he spirit of the magnet which have been with sustenance footed and like to him,37.03703703703704
195,And there are other circumstances which I am not at libertywhich it is not worth while to relate but his lies about the whole Pemberley family are endless,And the arm other circumstance which I am now at liberty which it is not wood which to remain but his like about the whole Persian father are enemies,21.428571428571427
